,doi,chunk,abstract_bool,definition_bool,table_bool,definition
42,10.1002/lno.70080,2,True,True,False,"The study is being conducted in **marshes** on the **Hamburger Hallig** on the **German North Sea coast**. 

The text specifically mentions **three distinct marsh zones** within the study site: **PIO, LM, and HM**. No further distinguishing attributes or descriptive characteristics are provided for these zones within the given context.

The broader location is part of the **Schleswig-Holstein Wadden Sea National Park** and is a **UNESCO World Heritage site**. It is also described as having a **tidal range of approximately 3.0 m** and a **mean annual temperature of 9.6 C** with **mean annual precipitation of 859 mm**.
</end_turn>"
43,10.1002/lno.70080,3,True,False,False,
44,10.1002/lno.70080,4,True,False,False,
45,10.1002/lno.70080,5,True,False,True,
46,10.1002/lno.70080,6,True,True,False,"The coastal ecosystems being studied are **salt marshes**. 

The context defines them as having **variability of root biomass regardless of temperature treatment, with the highest root biomass occurring during summer** and being subject to **tidal flooding events**. They also have different **zones** and **soil depths** that affect the response to warming treatments. Additionally, they experience variations in **precipitation** amounts throughout the growing season.
"
47,10.1002/lno.70080,7,True,True,True,"The context describes two coastal ecosystems:

1. **Wadden Sea salt marshes:** Largely composed of **mineral soils** and face **meso-to macrotidal flooding**.
2. **Brackish salt marshes at the US coast:** Have **highly organic soils (up to 90%)** and face **microtidal conditions**. 

Additionally, the text mentions **mangrove species** as being part of a broader comparison of warming studies, but does not provide a defining characteristic of these ecosystems within the context of this paper.
"
48,10.1002/lno.70080,8,True,False,False,
49,10.1002/lno.70080,9,True,True,False,"The study focuses on **salt marshes** at the **North Sea Coast in Germany**, specifically on **Hamburger Hallig**. 

Within these salt marshes, three **zones** are defined:

*   **PIO (pioneer zone)**
*   **LM (low marsh)**
*   **HM (high marsh)**

The zones are distinguished by their warming treatment—ambient (blue), +1.5°C (yellow), or +3°C (red)—applied within the **MERIT experiment**. The text does not give other distinguishing characteristics for these zones beyond their location within the broader salt marsh and their experimental treatment.
"
50,10.1002/lno.70080,10,True,True,True,"The research is studying salt marshes, specifically three zones within them:

*   **Pioneer zone (PIO):** Flooded mostly twice a day, 3.85 cm above Mean High Tide (MHT), mainly vegetated by *Spartina anglica* and *Salicornia europaea*.
*   **Low marsh (LM):** Flooded during spring tides, 40.55 cm above MHT, more species-rich and with high abundances of *Halimione portulacoides*, *Limonium vulgare*, and *Puccinellia maritima*.
*   **High marsh (HM):** Flooded only occasionally during storm tides, 77.95 cm above MHT, dominated by *Elymus athericus*."
51,10.1002/lno.70080,11,True,False,False,
52,10.1002/lno.12748,-1,True,,,
53,10.1002/lno.12748,0,True,True,False,"The study focuses on a **dynamic coastal ecosystem** where **doliolids are a major member of the zooplankton community** and where **prey fields vary dynamically between dominance by large eukaryotic phytoplankton (e.g., diatoms), small prokaryotic plankton (including the picocyanobacterium Synechococcus, pelagic Archaea, and heterotrophic bacteria)**. 

Specifically, it is the **Northern California Current system**, as mentioned in the Abstract. 

The distinguishing attribute is the presence of a major doliolid population and dynamically shifting prey dominance between larger eukaryotic phytoplankton and smaller prokaryotic plankton.
</end_of_turn>"
54,10.1002/lno.12748,1,True,False,False,
55,10.1002/lno.12748,2,True,False,False,
56,10.1002/lno.12748,3,True,False,False,
57,10.1002/lno.12748,4,True,False,False,
58,10.1002/lno.12748,5,True,False,False,
59,10.1002/lno.12748,6,True,False,False,
60,10.1002/lno.12748,7,True,False,True,
61,10.1002/lno.12748,8,True,False,False,
62,10.1002/lno.12748,9,True,False,False,
63,10.1002/lno.12748,10,True,False,False,
64,10.1002/lno.12748,11,True,False,False,
65,10.1002/lno.12748,12,True,False,False,
66,10.1002/lno.12716,-1,False,,,
67,10.1002/lno.70009,-1,True,,,
68,10.1002/lno.70009,0,True,False,False,
69,10.1002/lno.12730,-1,True,,,
70,10.1002/lno.12730,0,True,False,False,
71,10.1002/lno.12730,1,True,False,False,
72,10.1002/lno.12730,2,True,False,False,
73,10.1002/lno.12730,3,True,False,False,
74,10.1002/lno.12730,4,True,False,False,
75,10.1002/lno.12730,5,True,False,True,
76,10.1002/lno.12730,6,True,False,True,
77,10.1002/lno.12730,7,True,False,True,
78,10.1002/lno.12730,8,True,False,True,
79,10.1002/lno.12730,9,True,False,True,
80,10.1002/lno.12730,10,True,False,True,
81,10.1002/lno.12730,11,True,False,True,
82,10.1002/lno.12730,12,True,False,True,
83,10.1002/lno.12730,13,True,False,False,
84,10.1002/lno.12730,14,True,False,False,
85,10.1002/lno.12730,15,True,False,False,
86,10.1002/lno.12759,-1,True,,,
87,10.1002/lno.12759,0,True,True,False,"The coastal ecosystems being studied are **seagrass meadows**. 

The context defines them as ecosystems that:

*   Support a multitude of ecosystem functions.
*   Are a consequence of processes occurring at contrasting levels of ecological scale (molecular to trophic).
*   Contribute to coastal processes like carbon sequestration and nitrogen assimilation/fixation.
*   Provide habitat and nursery provision for marine biodiversity.
*   Are comprised of the seagrass host and the microbes which interact (the holobiont).
*   Play an important role in elemental cycling and seagrass health.



</start_of_turn>"
88,10.1002/lno.12759,1,True,True,False,"The coastal ecosystems being studied are **seagrass meadows**, specifically those containing the species *Halophila ovalis*. 

The context describes these seagrass meadows as:

*   Occupying a large area less than 1 km from Hong Kong International Airport, making them susceptible to high sedimentation from human disturbances.
*   Located in the tropical Indo-Pacific and subtropical regions, such as Hong Kong.
*   Being a major food source for mega herbivores.
*   Providing benefits relating to water purification.
*   Experiencing combined stress from light limitation and elevated temperature associated with marine heatwaves (MHWs).
*   Small and rapidly growing.



</start_of_turn>"
89,10.1002/lno.12759,2,True,False,False,
90,10.1002/lno.12759,3,True,False,False,
91,10.1002/lno.12759,4,True,False,False,
92,10.1002/lno.12759,5,True,False,False,
93,10.1002/lno.12759,6,True,False,False,
94,10.1002/lno.12759,7,True,False,False,
95,10.1002/lno.12759,8,True,False,False,
96,10.1002/lno.12759,9,True,False,False,
97,10.1002/lno.12759,10,True,False,True,
98,10.1002/lno.12759,11,True,False,False,
99,10.1002/lno.12759,12,True,False,False,
100,10.1002/lno.12759,13,True,False,False,
101,10.1002/lno.12759,14,True,False,False,
102,10.1002/lno.12759,15,True,True,False,"The coastal ecosystems being studied are **seagrass meadows**. 

The context defines them as areas containing *H. ovalis* seagrass, and notes that these meadows can be negatively impacted by a combination of temperature increases (from Marine Heat Wave events) and light limitation, leading to lower growth rates, increased degradation, and lower nitrogen uptake rates. The context also describes them as ecosystems where microbial communities respond to climate and non-climate-related anthropogenic change.
</start_of_turn>"
103,10.1002/lno.12759,16,True,False,False,
104,10.1002/lno.12752,-1,True,,,
105,10.1002/lno.12752,0,True,False,False,
106,10.1002/lno.12752,1,True,False,False,
107,10.1002/lno.12752,2,True,False,False,
108,10.1002/lno.12752,3,True,False,False,
109,10.1002/lno.12752,4,True,False,False,
110,10.1002/lno.12752,5,True,False,False,
111,10.1002/lno.12752,6,True,False,False,
112,10.1002/lno.12752,7,True,False,False,
113,10.1002/lno.70089,-1,True,,,
114,10.1002/lno.70089,0,True,True,False,"The coastal ecosystems being studied are **seagrass meadows, mangrove forests, and salt marshes**. 

The context defines these as **important carbon sinks that can store carbon for millennia**. Specifically, they are referred to as **blue carbon ecosystems**.
"
115,10.1002/lno.70089,1,True,True,False,"The context describes **Blue carbon ecosystems (BCEs)** as:

**coastal ecosystems such as salt marshes, mangrove forests, and seagrass meadows that sequester atmospheric carbon dioxide as organic matter (OM) and preserve it in underlying sediments.**

The distinguishing attribute of these ecosystems, as defined in the text, is their ability to **sequester and preserve atmospheric carbon dioxide as organic matter in sediments.**
"
116,10.1002/lno.70089,2,True,True,False,"The context describes **coastal wetlands**, specifically a **marsh** located at CSMR near Santa Barbara, California. 

Here are the definitions provided in the context:

*   **Marsh:** Dominated by the marsh plant *Salicornia pacifica* (pickleweed, rooting depth 10-15 cm). Historically receives nutrient input from agricultural and urban development, causing portions to seasonally become eutrophic. Contains *mudflat* and *mid-lower marsh* habitat.
*   **Mudflat:** Locations with high OM (%) and observed active sulfur cycling, often covered by a semipermanent *Ulva spp.* mat associated with eutrophication.
*   **Mid-lower marsh:** Habitat where active sulfur cycling has been observed.



</start_of_turn>"
117,10.1002/lno.70089,3,True,False,False,
118,10.1002/lno.70089,4,True,False,False,
119,10.1002/lno.70089,5,True,False,True,
120,10.1002/lno.70089,6,True,False,True,
121,10.1002/lno.70089,7,True,True,True,"The context describes marshes as the coastal ecosystem being studied. Specifically, three distinct vegetation zones within the marsh are defined as follows:

*   **Site A:** Mudflat with *Ulva* vegetation.
*   **Site B:** Vegetated with *Salicornia*.
*   **Site C:** Mudflat, bare sediment.

Additionally, the context mentions **peat-forming mangroves** as another coastal ecosystem, but only in comparison to the marshes studied at CSMR. It defines these mangroves by their high organic matter (OM) content and a low ratio of pyrite to protokerogen organic sulfur content (< 1)."
122,10.1002/lno.70089,8,True,False,True,
123,10.1002/lno.70089,9,True,False,True,
124,10.1002/lno.70089,10,True,False,False,
125,10.1002/lno.70089,11,True,False,False,
126,10.1002/lno.70042,-1,True,,,
127,10.1002/lno.70042,0,True,False,False,
128,10.1002/lno.70042,1,True,False,False,
129,10.1002/lno.70042,2,True,False,False,
130,10.1002/lno.70042,3,True,False,True,
131,10.1002/lno.70042,4,True,False,False,
132,10.1002/lno.70042,5,True,False,True,
133,10.1002/lno.70042,6,True,False,False,
134,10.1002/lno.70042,7,True,False,False,
135,10.1002/lno.70042,8,True,False,False,
136,10.1002/lno.70042,9,True,False,False,
137,10.1002/lno.70042,10,True,False,False,
138,10.1002/lno.70042,11,True,False,False,
139,10.1002/lno.70042,12,True,False,False,
140,10.1002/lno.70042,13,True,False,False,
141,10.1002/lno.12790,-1,True,,,
142,10.1002/lno.12790,0,True,False,False,
143,10.1002/lno.12732,-1,True,,,
144,10.1002/lno.12732,0,True,False,False,
145,10.1002/lno.12732,1,True,False,False,
146,10.1002/lno.12733,-1,True,,,
147,10.1002/lno.12733,0,True,False,False,
148,10.1002/lno.12733,1,True,False,False,
149,10.1002/lno.12733,2,True,False,False,
150,10.1002/lno.12733,3,True,False,True,
151,10.1002/lno.12733,4,True,False,False,
152,10.1002/lno.12733,5,True,False,False,
153,10.1002/lno.12733,6,True,False,False,
154,10.1002/lno.12733,7,True,False,False,
155,10.1002/lno.12733,8,True,False,False,
156,10.1002/lno.12733,9,True,False,False,
157,10.1002/lno.12733,10,True,False,False,
158,10.1002/lno.12733,11,True,False,False,
159,10.1002/lno.12733,12,True,False,False,
160,10.1002/lno.12742,-1,True,,,
161,10.1002/lno.12742,0,True,True,False,"The study focuses on **saline wetlands**, specifically **salt marshes**. 

Salt marshes are defined as ecosystems that: 

*   Play a crucial role in climate regulation through rapid carbon sequestration and minimal methane production.
*   Are dominated by *Spartina anglica* in this study.
*   Can be fully or partially submerged due to rising sea levels.
*   Function as potent CO2 sinks and minor sources of CH4 during the growing season with near-surface water levels (-10 to 5 cm).
</start_of_turn>"
162,10.1002/lno.12742,1,True,True,False,"The context focuses on three specific coastal ecosystems:

1.  **Mangrove forests:** These are vegetated coastal ecosystems.
2.  **Salt marshes:** These are vegetated coastal ecosystems that contribute significantly to long-term carbon sequestration, despite covering only a small portion of global land area (0.04%). They have a mean long-term rate of carbon sequestration of 218 g C m<sup>-2</sup> yr<sup>-1</sup>, approximately 48 times higher than terrestrial forest ecosystems. Microbial CH<sub>4</sub> production and emissions are low due to the presence of sulfate ions in seawater.
3.  **Seagrass meadows:** These are vegetated coastal ecosystems.

Additionally, the text broadly refers to **coastal wetlands** and specifically mentions **temperate coastal wetlands** as the location for the controlled experiment. These are described as locations where shifts in water table level due to relative sea level rise and tidal activities can significantly affect long-term GHG production.
</end_of_turn>"
163,10.1002/lno.12742,2,True,False,True,
164,10.1002/lno.12742,3,True,False,False,
165,10.1002/lno.12742,4,True,False,False,
166,10.1002/lno.12742,5,True,False,False,
167,10.1002/lno.12742,6,True,False,True,
168,10.1002/lno.12742,7,True,False,True,
169,10.1002/lno.12742,8,True,False,False,
170,10.1002/lno.12742,9,True,True,True,"The coastal ecosystems being studied are **salt marshes** and **temperate salt marshes**. 

Here are the definitions provided in the text:

*   **Salt marshes:** These are near-surface and subsurface water-level ecosystems that act as sinks for CO2 and minor sources for CH4 during the growing season. They are characterized by being affected by tides, with semi-diurnal tides potentially being low but experiencing extended flooding due to wind influence. They can have salinity above 18 PSU, which enables sulfate-reducing bacteria to outcompete methanogenic bacteria.
*   **Temperate salt marshes:** These are specifically mentioned as the focus of comparison with other similar ecosystems, and are *dominated by Spartina species.* They have low CH4 emission rates compared to global averages and other Spartina-dominated marshes. They are characterized by having fluctuating water table levels that don't significantly affect CH4 fluxes due to combined effects of CH4 production potential, substrate composition, and plant growth.



</start_of_turn>"
171,10.1002/lno.12742,10,True,False,False,
172,10.1002/lno.12742,11,True,False,True,
173,10.1002/lno.12742,12,True,False,True,
174,10.1002/lno.12768,-1,False,,,
175,10.1002/lno.70003,-1,False,,,
176,10.1002/lno.70088,-1,True,,,
177,10.1002/lno.70088,0,True,False,False,
178,10.1002/lno.70088,1,True,True,False,"Here are the coastal ecosystems studied, as defined by the provided text:

*   **Seagrass Beds:** Extensive underwater grassland patches established through lateral vegetative reproduction, flourishing in shallow, well-lit coastal sedimentary environments from equatorial to boreal regions. They provide numerous ecosystem services, including primary production, nutrient filtering, nurseries, carbon sequestration, water clarification, and coastal protection.
*   **Coral Reefs:** The study site is specifically *Shiraho coral reef*, and the text notes seagrass beds are often situated within shallow protected zones *such as* coral reef lagoons. The text does not provide a defining description of coral reefs themselves, but implies they are characterized by lagoons.
*   **Mangroves:** Mentioned as part of a coastal ecotone *encompassing from mangroves to coral reefs*, but no defining characteristics are given.
*   **Lagoons:** Shallow protected zones where seagrass beds are often found, particularly within coral reefs.

It’s important to note that the text primarily focuses on seagrass beds and their interactions with coral reefs and mentions mangroves as part of a larger ecosystem context, without providing detailed definitions for all ecosystems.



</end_of_turn>"
179,10.1002/lno.70088,2,True,True,True,"The following coastal ecosystems are being studied, with definitions provided from the context:

*   **Fringing Reef:** A reef that stretches approximately 8 km in length, with the distance from the shoreline to the reef edge varying from 600 to 1000 m, and a mean depth of approximately 2 m within the enclosed lagoon (moat).
*   **Lagoon:** An enclosed body of water associated with the fringing reef, encompassing approximately 7.8% seagrass vegetated habitat. It receives clear groundwater from carbonate aquifers and is subject to mineral soil pollution from river runoff, particularly during rainy and typhoon seasons.
*   **Seagrass Beds/Meadows:** Areas within the lagoon characterized by a diverse mix of species, including *Thalassia hemprichii*, *Cymodocea serrulata*, and *Cymodocea rotundata*. They are primarily located in the nearshore intertidal and subtidal zones, and dense meadows dominated by *T. hemprichii* were present in the southern region of the lagoon.
*   **Reef Coral Zone:** A specific area within the reef where sediment traps were deployed.
*   **Bare Sand Area:** A specific area within the reef, distinct from coral zones and seagrass beds, where sediment traps were deployed.



</end_of_turn>"
180,10.1002/lno.70088,3,True,False,False,
181,10.1002/lno.70088,4,True,True,False,"The context describes two coastal ecosystems:

1. **Shallow nearshore habitats**: These are the general areas where sediment mobility is being studied and where the physical environmental parameters are estimated using modeling. The context doesn't give specific attributes beyond this general location.

2. **Seagrass beds**: Specifically, beds of *Thalassia hemprichii* are being studied. They are characterized by:
    *   Temporal changes in shoot density.
    *   Canopy height.
    *   Being subject to herbivory by green sea turtles.
    *   Located at the study site, with specific trap sites designated S5 (north), S6 (center), and S7 (south).
    *   The context also mentions that they are fringing reefs.
</start_of_turn>"
182,10.1002/lno.70088,5,True,False,False,
183,10.1002/lno.70088,6,True,False,False,
184,10.1002/lno.70088,7,True,True,True,"The context describes two coastal ecosystems:

1. **Coral reef lagoon:** This is the general setting for the experiments, and is described as a location where sediment mobility and its influence by physical forcings are investigated.
2. **Seagrass beds:** These are specifically located *within* the coral reef lagoon. They are defined by the presence of *Thalassia hemprichii* seagrass, and are characterized by their ability to mitigate sediment resuspension and impact the composition of resuspended sediment. The context also notes they are subject to loss due to herbivore grazing, reducing aboveground biomass (defined as proportional to the product of shoot density and canopy height).
</end{start_of_turn>"
185,10.1002/lno.70088,8,True,False,False,
186,10.1002/lno.70088,9,True,True,False,"Here are the coastal ecosystems studied, with definitions from the provided text:

*   **Coral-dominated zone:** An area primarily comprised of coral, facing the reef crest where waves break and experiencing higher bottom shear stress.
*   **Bare sand zone:** An area of sand with comparable hydrodynamic conditions to the seagrass zone, and where significant correlations were observed between bottom shear stress and sediment resuspension rates (SARs).
*   **Seagrass zone (or seagrass beds/meadows):** An area where seagrasses grow, functioning as a barrier against riverborne particulate materials and trapping sediment. This zone experiences lower bottom shear stress compared to the coral zone, and does *not* show a correlation between bottom shear stress and sediment resuspension rates (SARs).
*   **Lagoon:** The broader body of water containing these zones, receiving terrestrial soil from an inflowing river.
*   **Reef Crest:** The location facing the open ocean where waves break.



</start_of_turn>"
187,10.1002/lno.70088,10,True,False,False,
188,10.1002/lno.70088,11,True,True,False,"The context describes the following coastal ecosystems:

*   **Coral Reefs:** Specifically, *fringing coral reefs* are mentioned, located to the east of Ishigaki Island (Shiraho Reef). They are habitats for corals and coralline algae and are threatened by sediment load and other anthropogenic impacts.
*   **Seagrass Beds (or Seagrass Meadows):** These are described as accumulating mineral soil from rivers, preventing its entry into coral reef habitats. They are also noted for their ability to mitigate ocean acidification and their vulnerability to intensive grazing by green sea turtles. Different species are mentioned, including *Halophila ovalis* and *Halodule uninervis*, which are smaller, fast-growing and are gradually recruiting to fill gaps created by herbivory.
*   **Lagoons:** The context mentions that seagrass loss can alter the *geomorphology of the lagoon* over time. 
*   **Watersheds:** Mentioned as being affected by landuse activities which contribute to increased sediment loading.

It is important to note that the context does not provide explicit definitions for *watersheds* or *intertidal zones*, marshes, mangroves, or kelp forests. It simply references their role in impacting sediment load or the broader coastal environment.



</start_of_turn>"
189,10.1002/lno.70088,12,True,True,True,"Based on the provided text, the following coastal ecosystems are being studied:

*   **Coral zones:** These are areas with coral present. No distinguishing attributes beyond presence of coral are given.
*   **Seagrass zones:** Areas with *Thalassia hemprichii* seagrass. These zones are further defined by observations of leaf length and shoot density, which vary over time (Table 1). The text also indicates these zones can experience “loss due to intensive grazing by green sea turtles.”
*   **Bare sand zones:** Areas of sand without coral or seagrass. No other distinguishing attributes are given.

The context does *not* mention any other coastal ecosystems. It is important to note that the definitions are limited to the attributes observed within the study itself and do not represent comprehensive ecological descriptions."
190,10.1002/lno.12797,-1,False,,,
191,10.1002/lno.70062,-1,True,,,
192,10.1002/lno.70062,0,True,True,False,"The coastal ecosystems being studied are **salt marshes**. 

The context defines them as **hotspots for alkalinity generation and export to coastal waters**, and specifically mentions **organic-poor minerogenic salt marsh soils** as the focus of the experiment. They are also described as having a **critical role of anaerobic microbial metabolism as a major source of total alkalinity (TA) generation**. Finally, the context suggests that areas with **high pCO 2 levels, such as the rhizosphere**, might be hotspots for alkalinity generation within these marshes via mineral dissolution.
"
193,10.1002/lno.70062,1,True,True,False,"The coastal ecosystems being studied are **salt marshes, mangroves, and seagrasses**. 

They are collectively known as **blue carbon ecosystems (BCEs)** and are defined as ecosystems that **store vast quantities of organic matter in their soils and are recognized as hotspots for carbon sequestration.**
"
194,10.1002/lno.70062,2,True,False,True,
195,10.1002/lno.70062,3,True,False,True,
196,10.1002/lno.70062,4,True,False,True,
197,10.1002/lno.70062,5,True,False,False,
198,10.1002/lno.70062,6,True,False,False,
199,10.1002/lno.70062,7,True,False,False,
200,10.1002/lno.70062,8,True,False,False,
201,10.1002/lno.70062,9,True,False,False,
202,10.1002/lno.70062,10,True,False,False,
203,10.1002/lno.70062,11,True,False,False,
204,10.1002/lno.70062,12,True,False,True,
205,10.1002/lno.12809,-1,True,,,
206,10.1002/lno.12809,0,True,False,False,
207,10.1002/lno.12809,1,True,False,False,
208,10.1002/lno.12809,2,True,False,False,
209,10.1002/lno.12809,3,True,False,False,
210,10.1002/lno.12809,4,True,False,False,
211,10.1002/lno.12809,5,True,False,False,
212,10.1002/lno.12809,6,True,False,True,
213,10.1002/lno.12809,7,True,False,True,
214,10.1002/lno.12809,8,True,False,False,
215,10.1002/lno.12809,9,True,False,False,
216,10.1002/lno.12809,10,True,False,True,
217,10.1002/lno.12809,11,True,False,False,
218,10.1002/lno.12809,12,True,False,False,
219,10.1002/lno.12809,13,True,False,False,
220,10.1002/lno.12809,14,True,False,False,
221,10.1002/lno.12809,15,True,False,False,
222,10.1002/lno.12788,-1,False,,,
223,10.1002/lno.70052,-1,False,,,
224,10.1002/lno.12734,-1,True,,,
225,10.1002/lno.12734,0,True,False,False,
226,10.1002/lno.12734,1,True,True,False,"The coastal ecosystems being studied are **mangrove-tidal flat transitions** and **seagrass-tidal flat transitions**. 

Here's how they are defined in the context:

*   **Mangrove-tidal flat transitions:** This refers to the area where mangrove ecosystems connect with tidal flat habitats.
*   **Seagrass-tidal flat transitions:** This refers to the area where seagrass ecosystems connect with tidal flat habitats.

The text focuses on the *transitions* between these ecosystems and tidal flats, suggesting an investigation of the carbon dynamics *at the boundary* or interface between them, rather than within the ecosystems themselves in isolation. 
</start_of_turn>"
227,10.1002/lno.12734,2,True,True,False,"The following coastal ecosystems are being studied, with definitions from the provided text:

*   **Mangroves:** Occur at median elevations from -0.1 m to + 1.5 m relative to mean sea level; more than 35 species are present in Singapore's coastal ecosystems.
*   **Seagrasses:** Found in the low intertidal and subtidal portions of the tidal frame, often co-occurring with patchy corals and tidal flats; 15 or more species are present in Singapore's coastal ecosystems.
*   **Tidal Flats:** Habitats that co-occur with seagrasses and mangroves; $75% of tidal flat habitats have been lost due to coastal development.
*   **Estuarine Habitats:** Represented by the Sungei Buloh location, which is described as an estuarine mangrove to tidal flat habitat.
*   **Sandy Coastal Seagrass Habitats:** Represented by the Chek Jawa location.
*   **Open Tidal Channel Habitats:** Represented by the Sungei Puaka location, which is described as an open tidal channel mangrove to tidal flat habitat.

The study focuses on the transition zones – *ecotones* – between these vegetated and unvegetated habitats.

</end_of_turn>"
