,doi,chunk,abstract_bool,definition_bool,table_bool,definition
112,10.1002/lno.70080,7,True,False,False,
113,10.1002/lno.70080,8,True,False,False,
114,10.1002/lno.70080,9,True,False,False,
115,10.1002/lno.70080,10,True,False,False,
116,10.1002/lno.70080,11,True,False,False,
117,10.1002/lno.70080,12,True,False,False,
118,10.1002/lno.70080,13,True,False,False,
119,10.1002/lno.70080,14,True,False,False,
120,10.1002/lno.70080,15,True,False,False,
121,10.1002/lno.70080,16,True,False,False,
122,10.1002/lno.70080,17,True,False,False,
123,10.1002/lno.70080,18,True,False,False,
124,10.1002/lno.70080,19,True,False,False,
125,10.1002/lno.70080,20,True,False,False,
126,10.1002/lno.70080,21,True,False,False,
127,10.1002/lno.70080,22,True,True,False,"```json
{
  ""ecosystem"": ""salt marshes"",
  ""characteristics"": [
    {
      ""zone"": ""Pioneer Zone (PIO)"",
      ""flooding_frequency"": ""flooded mostly twice a day"",
      ""elevation_above_MHT"": ""3.85 ± 5.19 cm"",
      ""dominant_vegetation"": ""Spartina anglica C.E. Hubbard (syn.: Sporobolus anglicus P.M. Peterson & Saarela) and Salicornia europaea agg. (L.)""
    },
    {
      ""zone"": ""Low Marsh (LM)"",
      ""flooding_frequency"": ""flooded during spring tides"",
      ""elevation_above_MHT"": ""40.55 ± 3.24 cm"",
      ""dominant_vegetation"": ""Halimione portulacoides (L.) Aell., Limonium vulgare Mill., and Puccinellia maritima (Huts.) Parl.""
    },
    {
      ""zone"": ""High Marsh (HM)"",
      ""flooding_frequency"": ""flooded only occasionally during storm tides"",
      ""elevation_above_MHT"": ""77.95 ± 5.08 cm"",
      ""dominant_vegetation"": ""Elymus athericus (Lk) Kerg.""
    }
  ]
}
```"
128,10.1002/lno.70080,23,True,False,False,
129,10.1002/lno.70080,24,True,False,False,
130,10.1002/lno.70080,25,True,False,False,
131,10.1002/lno.12748,-1,True,,,
132,10.1002/lno.12748,0,True,False,False,
133,10.1002/lno.12748,1,True,False,False,
134,10.1002/lno.12748,2,True,False,False,
135,10.1002/lno.12748,3,True,False,False,
136,10.1002/lno.12748,4,True,False,False,
137,10.1002/lno.12748,5,True,False,False,
138,10.1002/lno.12748,6,True,False,False,
139,10.1002/lno.12748,7,True,False,False,
140,10.1002/lno.12748,8,True,False,False,
141,10.1002/lno.12748,9,True,False,False,
142,10.1002/lno.12748,10,True,False,False,
143,10.1002/lno.12748,11,True,False,False,
144,10.1002/lno.12748,12,True,False,False,
145,10.1002/lno.12748,13,True,False,False,
146,10.1002/lno.12748,14,True,False,False,
147,10.1002/lno.12748,15,True,False,False,
148,10.1002/lno.12748,16,True,False,False,
149,10.1002/lno.12748,17,True,False,False,
150,10.1002/lno.12748,18,True,False,False,
151,10.1002/lno.12748,19,True,False,False,
152,10.1002/lno.12748,20,True,False,False,
153,10.1002/lno.12748,21,True,False,False,
154,10.1002/lno.12748,22,True,False,False,
155,10.1002/lno.12748,23,True,False,False,
156,10.1002/lno.12748,24,True,False,False,
157,10.1002/lno.12748,25,True,False,False,
158,10.1002/lno.12748,26,True,False,False,
159,10.1002/lno.12748,27,True,False,False,
160,10.1002/lno.12748,28,True,False,False,
161,10.1002/lno.12748,29,True,False,False,
162,10.1002/lno.12748,30,True,False,False,
163,10.1002/lno.12716,-1,False,,,
164,10.1002/lno.70009,-1,True,,,
165,10.1002/lno.70009,0,True,False,False,
166,10.1002/lno.12730,-1,True,,,
167,10.1002/lno.12730,0,True,False,False,
168,10.1002/lno.12730,1,True,False,False,
169,10.1002/lno.12730,2,True,False,False,
170,10.1002/lno.12730,3,True,False,False,
171,10.1002/lno.12730,4,True,False,False,
172,10.1002/lno.12730,5,True,False,False,
173,10.1002/lno.12730,6,True,False,False,
174,10.1002/lno.12730,7,True,False,False,
175,10.1002/lno.12730,8,True,False,False,
176,10.1002/lno.12730,9,True,False,False,
177,10.1002/lno.12730,10,True,False,False,
178,10.1002/lno.12730,11,True,False,False,
179,10.1002/lno.12730,12,True,False,False,
180,10.1002/lno.12730,13,True,False,False,
181,10.1002/lno.12730,14,True,False,False,
182,10.1002/lno.12730,15,True,False,False,
183,10.1002/lno.12730,16,True,False,True,
184,10.1002/lno.12730,17,True,False,False,
185,10.1002/lno.12730,18,True,False,False,
186,10.1002/lno.12730,19,True,False,False,
187,10.1002/lno.12730,20,True,False,False,
188,10.1002/lno.12730,21,True,False,False,
189,10.1002/lno.12730,22,True,False,False,
190,10.1002/lno.12730,23,True,False,False,
191,10.1002/lno.12730,24,True,False,False,
192,10.1002/lno.12730,25,True,False,False,
193,10.1002/lno.12730,26,True,False,False,
194,10.1002/lno.12730,27,True,False,False,
195,10.1002/lno.12730,28,True,False,False,
196,10.1002/lno.12730,29,True,False,False,
197,10.1002/lno.12730,30,True,False,False,
198,10.1002/lno.12730,31,True,False,False,
199,10.1002/lno.12730,32,True,False,False,
200,10.1002/lno.12759,-1,True,,,
201,10.1002/lno.12759,0,True,False,False,
202,10.1002/lno.12759,1,True,False,False,
203,10.1002/lno.12759,2,True,False,False,
204,10.1002/lno.12759,3,True,False,False,
205,10.1002/lno.12759,4,True,False,False,
206,10.1002/lno.12759,5,True,False,False,
207,10.1002/lno.12759,6,True,False,False,
208,10.1002/lno.12759,7,True,False,False,
209,10.1002/lno.12759,8,True,False,False,
210,10.1002/lno.12759,9,True,False,False,
211,10.1002/lno.12759,10,True,False,False,
212,10.1002/lno.12759,11,True,False,False,
213,10.1002/lno.12759,12,True,False,False,
214,10.1002/lno.12759,13,True,False,False,
215,10.1002/lno.12759,14,True,False,False,
216,10.1002/lno.12759,15,True,False,False,
217,10.1002/lno.12759,16,True,False,False,
218,10.1002/lno.12759,17,True,False,False,
219,10.1002/lno.12759,18,True,False,False,
220,10.1002/lno.12759,19,True,False,False,
221,10.1002/lno.12759,20,True,False,False,
222,10.1002/lno.12759,21,True,False,False,
223,10.1002/lno.12759,22,True,False,False,
224,10.1002/lno.12759,23,True,False,False,
225,10.1002/lno.12759,24,True,False,False,
226,10.1002/lno.12759,25,True,False,False,
227,10.1002/lno.12759,26,True,False,False,
228,10.1002/lno.12759,27,True,False,False,
229,10.1002/lno.12759,28,True,False,False,
230,10.1002/lno.12759,29,True,False,False,
231,10.1002/lno.12759,30,True,False,False,
232,10.1002/lno.12759,31,True,False,False,
233,10.1002/lno.12759,32,True,False,False,
234,10.1002/lno.12759,33,True,False,False,
235,10.1002/lno.12759,34,True,False,False,
236,10.1002/lno.12759,35,True,False,False,
237,10.1002/lno.12752,-1,True,,,
238,10.1002/lno.12752,0,True,False,False,
239,10.1002/lno.12752,1,True,False,False,
240,10.1002/lno.12752,2,True,False,False,
241,10.1002/lno.12752,3,True,False,False,
242,10.1002/lno.12752,4,True,False,False,
243,10.1002/lno.12752,5,True,False,False,
244,10.1002/lno.12752,6,True,False,False,
245,10.1002/lno.12752,7,True,False,False,
246,10.1002/lno.12752,8,True,False,False,
247,10.1002/lno.12752,9,True,False,False,
248,10.1002/lno.12752,10,True,False,False,
249,10.1002/lno.12752,11,True,False,False,
250,10.1002/lno.12752,12,True,False,False,
251,10.1002/lno.12752,13,True,False,False,
252,10.1002/lno.12752,14,True,False,False,
253,10.1002/lno.12752,15,True,False,False,
254,10.1002/lno.70089,-1,True,,,
255,10.1002/lno.70089,0,True,False,True,
256,10.1002/lno.70089,1,True,True,False,"```json
{
  ""ecosystems"": [
    {
      ""name"": ""salt marshes"",
      ""defining_attributes"": ""sequester atmospheric carbon dioxide as organic matter (OM) and preserve it in underlying sediments""
    },
    {
      ""name"": ""mangrove forests"",
      ""defining_attributes"": ""sequester atmospheric carbon dioxide as organic matter (OM) and preserve it in underlying sediments""
    },
    {
      ""name"": ""seagrass meadows"",
      ""defining_attributes"": ""sequester atmospheric carbon dioxide as organic matter (OM) and preserve it in underlying sediments""
    }
  ]
}
```"
257,10.1002/lno.70089,2,True,False,False,
258,10.1002/lno.70089,3,True,False,True,
259,10.1002/lno.70089,4,True,False,False,
260,10.1002/lno.70089,5,True,False,False,
261,10.1002/lno.70089,6,True,False,True,
262,10.1002/lno.70089,7,True,False,False,
263,10.1002/lno.70089,8,True,False,False,
264,10.1002/lno.70089,9,True,False,False,
265,10.1002/lno.70089,10,True,False,True,
266,10.1002/lno.70089,11,True,False,True,
267,10.1002/lno.70089,12,True,False,False,
268,10.1002/lno.70089,13,True,False,False,
269,10.1002/lno.70089,14,True,False,False,
270,10.1002/lno.70089,15,True,False,False,
271,10.1002/lno.70089,16,True,False,False,
272,10.1002/lno.70089,17,True,False,False,
273,10.1002/lno.70089,18,True,False,False,
274,10.1002/lno.70089,19,True,False,False,
275,10.1002/lno.70089,20,True,False,False,
276,10.1002/lno.70089,21,True,False,False,
277,10.1002/lno.70042,-1,True,,,
278,10.1002/lno.70042,0,True,False,False,
279,10.1002/lno.70042,1,True,False,False,
280,10.1002/lno.70042,2,True,False,False,
281,10.1002/lno.70042,3,True,False,False,
282,10.1002/lno.70042,4,True,False,False,
283,10.1002/lno.70042,5,True,False,False,
284,10.1002/lno.70042,6,True,False,False,
285,10.1002/lno.70042,7,True,False,False,
286,10.1002/lno.70042,8,True,False,False,
287,10.1002/lno.70042,9,True,False,False,
288,10.1002/lno.70042,10,True,False,False,
289,10.1002/lno.70042,11,True,False,False,
290,10.1002/lno.70042,12,True,False,False,
291,10.1002/lno.70042,13,True,False,False,
292,10.1002/lno.70042,14,True,False,False,
293,10.1002/lno.70042,15,True,False,False,
294,10.1002/lno.70042,16,True,False,False,
295,10.1002/lno.70042,17,True,False,False,
296,10.1002/lno.70042,18,True,False,False,
297,10.1002/lno.70042,19,True,False,False,
298,10.1002/lno.70042,20,True,False,False,
299,10.1002/lno.70042,21,True,False,False,
300,10.1002/lno.70042,22,True,False,False,
301,10.1002/lno.70042,23,True,False,False,
302,10.1002/lno.70042,24,True,False,False,
303,10.1002/lno.70042,25,True,False,False,
304,10.1002/lno.70042,26,True,False,False,
305,10.1002/lno.70042,27,True,False,False,
306,10.1002/lno.12790,-1,True,,,
307,10.1002/lno.12790,0,True,False,False,
308,10.1002/lno.12732,-1,True,,,
309,10.1002/lno.12732,0,True,False,False,
310,10.1002/lno.12732,1,True,False,False,
311,10.1002/lno.12732,2,True,False,False,
312,10.1002/lno.12732,3,True,False,False,
313,10.1002/lno.12732,4,True,False,False,
314,10.1002/lno.12732,5,True,False,False,
315,10.1002/lno.12733,-1,True,,,
316,10.1002/lno.12733,0,True,False,False,
317,10.1002/lno.12733,1,True,False,False,
318,10.1002/lno.12733,2,True,False,False,
319,10.1002/lno.12733,3,True,False,False,
320,10.1002/lno.12733,4,True,False,False,
321,10.1002/lno.12733,5,True,False,False,
322,10.1002/lno.12733,6,True,False,False,
323,10.1002/lno.12733,7,True,False,False,
324,10.1002/lno.12733,8,True,False,False,
325,10.1002/lno.12733,9,True,False,False,
326,10.1002/lno.12733,10,True,False,False,
327,10.1002/lno.12733,11,True,False,False,
328,10.1002/lno.12733,12,True,False,False,
329,10.1002/lno.12733,13,True,False,False,
330,10.1002/lno.12733,14,True,False,False,
331,10.1002/lno.12733,15,True,False,False,
332,10.1002/lno.12733,16,True,False,False,
333,10.1002/lno.12733,17,True,False,False,
334,10.1002/lno.12733,18,True,False,False,
335,10.1002/lno.12733,19,True,False,False,
336,10.1002/lno.12733,20,True,False,False,
337,10.1002/lno.12733,21,True,False,False,
338,10.1002/lno.12733,22,True,False,False,
339,10.1002/lno.12733,23,True,False,False,
340,10.1002/lno.12733,24,True,False,False,
341,10.1002/lno.12733,25,True,False,False,
342,10.1002/lno.12733,26,True,False,False,
343,10.1002/lno.12742,-1,True,,,
344,10.1002/lno.12742,0,True,False,False,
345,10.1002/lno.12742,1,True,True,False,"```json
{
  ""ecosystems"": [
    {
      ""name"": ""salt marshes"",
      ""quantitative_attributes"": [
        ""covering only 0.04% of the total global land area"",
        ""mean long-term rate of carbon sequestration in salt marsh sediments being 218 g C m À2 yr À1 "",
        ""carbon sequestration rate is approximately 48 times higher than that of terrestrial forest ecosystems""
      ]
    },
    {
      ""name"": ""mangrove forests"",
      ""quantitative_attributes"": []
    },
    {
      ""name"": ""seagrass meadows"",
      ""quantitative_attributes"": []
    }
  ]
}
```"
346,10.1002/lno.12742,2,True,False,False,
347,10.1002/lno.12742,3,True,False,False,
348,10.1002/lno.12742,4,True,False,False,
349,10.1002/lno.12742,5,True,False,False,
350,10.1002/lno.12742,6,True,False,False,
351,10.1002/lno.12742,7,True,False,False,
352,10.1002/lno.12742,8,True,False,False,
353,10.1002/lno.12742,9,True,False,False,
354,10.1002/lno.12742,10,True,False,False,
355,10.1002/lno.12742,11,True,False,False,
356,10.1002/lno.12742,12,True,False,False,
357,10.1002/lno.12742,13,True,False,False,
358,10.1002/lno.12742,14,True,False,False,
359,10.1002/lno.12742,15,True,False,False,
360,10.1002/lno.12742,16,True,False,False,
361,10.1002/lno.12742,17,True,False,False,
362,10.1002/lno.12742,18,True,False,False,
363,10.1002/lno.12742,19,True,False,False,
364,10.1002/lno.12742,20,True,False,False,
365,10.1002/lno.12742,21,True,False,False,
366,10.1002/lno.12742,22,True,False,False,
367,10.1002/lno.12742,23,True,False,False,
368,10.1002/lno.12742,24,True,False,False,
369,10.1002/lno.12742,25,True,False,False,
370,10.1002/lno.12742,26,True,False,False,
371,10.1002/lno.12742,27,True,False,False,
372,10.1002/lno.12742,28,True,False,False,
373,10.1002/lno.12742,29,True,False,False,
374,10.1002/lno.12742,30,True,False,False,
375,10.1002/lno.12742,31,True,False,False,
376,10.1002/lno.12742,32,True,False,False,
377,10.1002/lno.12768,-1,False,,,
378,10.1002/lno.70003,-1,False,,,
379,10.1002/lno.70088,-1,True,,,
380,10.1002/lno.70088,0,True,False,False,
381,10.1002/lno.70088,1,True,False,False,
382,10.1002/lno.70088,2,True,False,False,
383,10.1002/lno.70088,3,True,False,False,
384,10.1002/lno.70088,4,True,False,False,
385,10.1002/lno.70088,5,True,False,False,
386,10.1002/lno.70088,6,True,False,False,
387,10.1002/lno.70088,7,True,False,False,
388,10.1002/lno.70088,8,True,False,False,
389,10.1002/lno.70088,9,True,False,False,
390,10.1002/lno.70088,10,True,False,False,
391,10.1002/lno.70088,11,True,False,False,
392,10.1002/lno.70088,12,True,False,False,
393,10.1002/lno.70088,13,True,False,True,
394,10.1002/lno.70088,14,True,False,False,
395,10.1002/lno.70088,15,True,False,True,
396,10.1002/lno.70088,16,True,False,False,
397,10.1002/lno.70088,17,True,False,True,
398,10.1002/lno.70088,18,True,False,True,
399,10.1002/lno.70088,19,True,False,False,
400,10.1002/lno.70088,20,True,False,False,
401,10.1002/lno.70088,21,True,False,True,
402,10.1002/lno.70088,22,True,False,False,
403,10.1002/lno.70088,23,True,False,False,
404,10.1002/lno.70088,24,True,False,False,
405,10.1002/lno.70088,25,True,False,False,
406,10.1002/lno.70088,26,True,False,False,
407,10.1002/lno.70088,27,True,False,False,
408,10.1002/lno.70088,28,True,False,False,
409,10.1002/lno.70088,29,True,False,True,
410,10.1002/lno.70088,30,True,False,False,
411,10.1002/lno.12797,-1,False,,,
412,10.1002/lno.70062,-1,True,,,
413,10.1002/lno.70062,0,True,False,False,
414,10.1002/lno.70062,1,True,True,False,"```json
{
  ""ecosystems"": [
    {
      ""name"": ""salt marshes"",
      ""attributes"": [
        ""store vast quantities of organic matter in their soils"",
        ""significant rates of inorganic carbon (i.e., dissolved inorganic carbon, DIC) outwelling""
      ]
    },
    {
      ""name"": ""mangroves"",
      ""attributes"": [
        ""store vast quantities of organic matter in their soils""
      ]
    },
    {
      ""name"": ""seagrasses"",
      ""attributes"": [
        ""store vast quantities of organic matter in their soils""
      ]
    },
    {
      ""name"": ""blue carbon ecosystems (BCEs)"",
      ""attributes"": [
        ""store vast quantities of organic matter in their soils"",
        ""recognized as hotspots for carbon sequestration""
      ]
    }
  ]
}
```"
415,10.1002/lno.70062,2,True,False,False,
416,10.1002/lno.70062,3,True,False,False,
417,10.1002/lno.70062,4,True,False,False,
418,10.1002/lno.70062,5,True,False,False,
419,10.1002/lno.70062,6,True,False,False,
420,10.1002/lno.70062,7,True,False,False,
421,10.1002/lno.70062,8,True,False,False,
422,10.1002/lno.70062,9,True,False,False,
423,10.1002/lno.70062,10,True,False,False,
424,10.1002/lno.70062,11,True,False,False,
425,10.1002/lno.70062,12,True,False,False,
426,10.1002/lno.70062,13,True,False,False,
427,10.1002/lno.70062,14,True,False,False,
428,10.1002/lno.70062,15,True,False,False,
429,10.1002/lno.70062,16,True,False,False,
430,10.1002/lno.70062,17,True,False,False,
431,10.1002/lno.70062,18,True,False,False,
432,10.1002/lno.70062,19,True,False,False,
433,10.1002/lno.70062,20,True,False,False,
434,10.1002/lno.70062,21,True,False,False,
435,10.1002/lno.70062,22,True,False,False,
436,10.1002/lno.12809,-1,True,,,
437,10.1002/lno.12809,0,True,False,False,
438,10.1002/lno.12809,1,True,False,False,
439,10.1002/lno.12809,2,True,False,False,
440,10.1002/lno.12809,3,True,False,False,
441,10.1002/lno.12809,4,True,False,False,
442,10.1002/lno.12809,5,True,False,False,
443,10.1002/lno.12809,6,True,False,False,
444,10.1002/lno.12809,7,True,False,False,
445,10.1002/lno.12809,8,True,False,False,
446,10.1002/lno.12809,9,True,False,False,
447,10.1002/lno.12809,10,True,False,False,
448,10.1002/lno.12809,11,True,False,False,
449,10.1002/lno.12809,12,True,False,False,
450,10.1002/lno.12809,13,True,False,False,
451,10.1002/lno.12809,14,True,False,False,
452,10.1002/lno.12809,15,True,False,False,
453,10.1002/lno.12809,16,True,False,False,
454,10.1002/lno.12809,17,True,False,False,
455,10.1002/lno.12809,18,True,False,False,
456,10.1002/lno.12809,19,True,False,False,
457,10.1002/lno.12809,20,True,False,False,
458,10.1002/lno.12809,21,True,False,False,
459,10.1002/lno.12809,22,True,False,False,
460,10.1002/lno.12809,23,True,False,False,
461,10.1002/lno.12809,24,True,False,False,
462,10.1002/lno.12809,25,True,False,False,
463,10.1002/lno.12809,26,True,False,False,
464,10.1002/lno.12809,27,True,False,False,
465,10.1002/lno.12809,28,True,False,False,
466,10.1002/lno.12809,29,True,False,False,
467,10.1002/lno.12809,30,True,False,False,
468,10.1002/lno.12809,31,True,False,False,
469,10.1002/lno.12788,-1,False,,,
470,10.1002/lno.70052,-1,False,,,
471,10.1002/lno.12734,-1,True,,,
472,10.1002/lno.12734,0,True,False,False,
473,10.1002/lno.12734,1,True,False,False,
474,10.1002/lno.12734,2,True,False,False,
475,10.1002/lno.12734,3,True,False,False,
476,10.1002/lno.12734,4,True,False,False,
477,10.1002/lno.12734,5,True,False,False,
478,10.1002/lno.12734,6,True,False,False,
479,10.1002/lno.12734,7,True,False,False,
480,10.1002/lno.12734,8,True,False,False,
481,10.1002/lno.12734,9,True,False,True,
482,10.1002/lno.12734,10,True,False,False,
483,10.1002/lno.12734,11,True,False,True,
484,10.1002/lno.12734,12,True,False,True,
485,10.1002/lno.12734,13,True,False,False,
486,10.1002/lno.12734,14,True,False,True,
487,10.1002/lno.12734,15,True,False,False,
488,10.1002/lno.12734,16,True,False,False,
489,10.1002/lno.12734,17,True,False,False,
490,10.1002/lno.12734,18,True,False,False,
491,10.1002/lno.12734,19,True,False,False,
492,10.1002/lno.12734,20,True,False,False,
493,10.1002/lno.12734,21,True,False,False,
494,10.1002/lno.12734,22,True,False,False,
495,10.1002/lno.12734,23,True,False,True,
496,10.1002/lno.12734,24,True,False,False,
497,10.1002/lno.12734,25,True,False,True,
498,10.1002/lno.12734,26,True,False,True,
499,10.1002/lno.12734,27,True,False,False,
500,10.1002/lno.12776,-1,True,,,
501,10.1002/lno.12776,0,True,False,False,
502,10.1002/lno.12715,-1,True,,,
503,10.1002/lno.12715,0,True,False,False,
504,10.1002/lno.12715,1,True,False,False,
505,10.1002/lno.12715,2,True,False,False,
506,10.1002/lno.12715,3,True,False,False,
507,10.1002/lno.12715,4,True,False,False,
508,10.1002/lno.12715,5,True,False,False,
509,10.1002/lno.12715,6,True,False,False,
510,10.1002/lno.12715,7,True,False,False,
511,10.1002/lno.12715,8,True,False,False,
512,10.1002/lno.12715,9,True,False,False,
513,10.1002/lno.12715,10,True,False,False,
514,10.1002/lno.12715,11,True,False,False,
515,10.1002/lno.12715,12,True,False,False,
516,10.1002/lno.12715,13,True,False,False,
517,10.1002/lno.12715,14,True,False,False,
518,10.1002/lno.12715,15,True,False,False,
519,10.1002/lno.12715,16,True,False,False,
520,10.1002/lno.12715,17,True,False,False,
521,10.1002/lno.12715,18,True,False,False,
522,10.1002/lno.12715,19,True,False,False,
523,10.1002/lno.12715,20,True,False,False,
524,10.1002/lno.12715,21,True,False,False,
525,10.1002/lno.12715,22,True,False,False,
526,10.1002/lno.12715,23,True,False,False,
527,10.1002/lno.12715,24,True,False,False,
528,10.1002/lno.12715,25,True,False,False,
529,10.1002/lno.12715,26,True,False,False,
530,10.1002/lno.12722,-1,True,,,
531,10.1002/lno.12722,0,True,False,False,
532,10.1002/lno.12722,1,True,False,False,
533,10.1002/lno.12722,2,True,False,False,
534,10.1002/lno.12722,3,True,False,False,
535,10.1002/lno.12722,4,True,False,False,
536,10.1002/lno.12722,5,True,False,False,
537,10.1002/lno.12722,6,True,False,False,
538,10.1002/lno.12722,7,True,False,False,
539,10.1002/lno.12722,8,True,False,False,
540,10.1002/lno.12722,9,True,False,False,
541,10.1002/lno.12722,10,True,False,False,
542,10.1002/lno.12722,11,True,False,False,
543,10.1002/lno.12722,12,True,False,False,
544,10.1002/lno.12722,13,True,False,False,
545,10.1002/lno.12722,14,True,False,False,
546,10.1002/lno.12722,15,True,False,False,
547,10.1002/lno.12722,16,True,False,False,
548,10.1002/lno.12722,17,True,False,False,
549,10.1002/lno.12722,18,True,False,False,
550,10.1002/lno.12722,19,True,False,False,
551,10.1002/lno.12722,20,True,False,False,
552,10.1002/lno.70016,-1,False,,,
553,10.1002/lno.12800,-1,True,,,
554,10.1002/lno.12800,0,True,False,False,
555,10.1002/lno.12800,1,True,False,False,
