,title,page,definition_bool,definition,table_bool
49,Lake 2: Net Heterotrophy in Small Danish Lakes: A Widespread Feature  Over Gradients in Trophic Status and Land Cover,3,False,,False
50,Lake 2: Net Heterotrophy in Small Danish Lakes: A Widespread Feature  Over Gradients in Trophic Status and Land Cover,4,False,,True
51,Lake 2: Net Heterotrophy in Small Danish Lakes: A Widespread Feature  Over Gradients in Trophic Status and Land Cover,5,False,,False
52,Lake 2: Net Heterotrophy in Small Danish Lakes: A Widespread Feature  Over Gradients in Trophic Status and Land Cover,6,False,,True
53,Lake 2: Net Heterotrophy in Small Danish Lakes: A Widespread Feature  Over Gradients in Trophic Status and Land Cover,7,False,,False
54,Lake 2: Net Heterotrophy in Small Danish Lakes: A Widespread Feature  Over Gradients in Trophic Status and Land Cover,8,False,,True
55,Lake 2: Net Heterotrophy in Small Danish Lakes: A Widespread Feature  Over Gradients in Trophic Status and Land Cover,9,False,,True
56,Lake 2: Net Heterotrophy in Small Danish Lakes: A Widespread Feature  Over Gradients in Trophic Status and Land Cover,10,False,,False
57,Lake 2: Net Heterotrophy in Small Danish Lakes: A Widespread Feature  Over Gradients in Trophic Status and Land Cover,11,False,,False
58,Lake 3: Patterns in the Species Composition and Richness of Fish Assemblages in Northern Wisconsin Lakes,0,False,,False
59,Lake 3: Patterns in the Species Composition and Richness of Fish Assemblages in Northern Wisconsin Lakes,1,False,,False
60,Lake 3: Patterns in the Species Composition and Richness of Fish Assemblages in Northern Wisconsin Lakes,2,False,,True
61,Lake 3: Patterns in the Species Composition and Richness of Fish Assemblages in Northern Wisconsin Lakes,3,False,,True
62,Lake 3: Patterns in the Species Composition and Richness of Fish Assemblages in Northern Wisconsin Lakes,4,False,,False
63,Lake 3: Patterns in the Species Composition and Richness of Fish Assemblages in Northern Wisconsin Lakes,5,False,,True
64,Lake 3: Patterns in the Species Composition and Richness of Fish Assemblages in Northern Wisconsin Lakes,6,False,,False
65,Lake 3: Patterns in the Species Composition and Richness of Fish Assemblages in Northern Wisconsin Lakes,7,False,,True
66,Lake 3: Patterns in the Species Composition and Richness of Fish Assemblages in Northern Wisconsin Lakes,8,False,,True
67,Lake 3: Patterns in the Species Composition and Richness of Fish Assemblages in Northern Wisconsin Lakes,9,False,,True
68,Lake 3: Patterns in the Species Composition and Richness of Fish Assemblages in Northern Wisconsin Lakes,10,False,,False
69,Lake 3: Patterns in the Species Composition and Richness of Fish Assemblages in Northern Wisconsin Lakes,11,False,,False
70,Lake 3: Patterns in the Species Composition and Richness of Fish Assemblages in Northern Wisconsin Lakes,12,False,,False
71,Lake 3: Patterns in the Species Composition and Richness of Fish Assemblages in Northern Wisconsin Lakes,13,False,,True
72,Lake 3: Patterns in the Species Composition and Richness of Fish Assemblages in Northern Wisconsin Lakes,14,False,,False
73,Lake 3: Patterns in the Species Composition and Richness of Fish Assemblages in Northern Wisconsin Lakes,15,False,,False
74,Lake 3: Patterns in the Species Composition and Richness of Fish Assemblages in Northern Wisconsin Lakes,16,False,,False
75,Lake 3: Patterns in the Species Composition and Richness of Fish Assemblages in Northern Wisconsin Lakes,17,False,,True
76,Definition 1: Eutrophication: are mayflies (Ephemeroptera) good bioindicators for ponds?,0,False,,False
77,Definition 1: Eutrophication: are mayflies (Ephemeroptera) good bioindicators for ponds?,1,False,,True
78,Definition 1: Eutrophication: are mayflies (Ephemeroptera) good bioindicators for ponds?,2,False,,True
79,Definition 1: Eutrophication: are mayflies (Ephemeroptera) good bioindicators for ponds?,3,False,,False
80,Definition 1: Eutrophication: are mayflies (Ephemeroptera) good bioindicators for ponds?,4,False,,True
81,Definition 1: Eutrophication: are mayflies (Ephemeroptera) good bioindicators for ponds?,5,False,,True
82,Definition 1: Eutrophication: are mayflies (Ephemeroptera) good bioindicators for ponds?,6,False,,True
83,Definition 1: Eutrophication: are mayflies (Ephemeroptera) good bioindicators for ponds?,7,False,,False
84,Definition 1: Eutrophication: are mayflies (Ephemeroptera) good bioindicators for ponds?,8,False,,False
85,Definition 1: Eutrophication: are mayflies (Ephemeroptera) good bioindicators for ponds?,9,False,,False
86,Definition 2: The importance of small waterbodies for biodiversity and ecosystem services: implications for policy makers,0,False,,False
87,Definition 2: The importance of small waterbodies for biodiversity and ecosystem services: implications for policy makers,1,False,,False
88,Definition 2: The importance of small waterbodies for biodiversity and ecosystem services: implications for policy makers,2,False,,False
89,Definition 2: The importance of small waterbodies for biodiversity and ecosystem services: implications for policy makers,3,False,,False
90,Definition 2: The importance of small waterbodies for biodiversity and ecosystem services: implications for policy makers,4,False,,False
91,Definition 2: The importance of small waterbodies for biodiversity and ecosystem services: implications for policy makers,5,False,,False
92,Definition 2: The importance of small waterbodies for biodiversity and ecosystem services: implications for policy makers,6,False,,False
93,Definition 2: The importance of small waterbodies for biodiversity and ecosystem services: implications for policy makers,7,False,,True
94,Definition 2: The importance of small waterbodies for biodiversity and ecosystem services: implications for policy makers,8,False,,False
95,Definition 2: The importance of small waterbodies for biodiversity and ecosystem services: implications for policy makers,9,False,,False
96,Definition 2: The importance of small waterbodies for biodiversity and ecosystem services: implications for policy makers,10,False,,False
97,Definition 2: The importance of small waterbodies for biodiversity and ecosystem services: implications for policy makers,11,False,,False
98,Definition 2: The importance of small waterbodies for biodiversity and ecosystem services: implications for policy makers,12,False,,True
99,Definition 2: The importance of small waterbodies for biodiversity and ecosystem services: implications for policy makers,13,False,,False
100,Definition 2: The importance of small waterbodies for biodiversity and ecosystem services: implications for policy makers,14,False,,False
101,Definition 2: The importance of small waterbodies for biodiversity and ecosystem services: implications for policy makers,15,False,,False
102,Definition 2: The importance of small waterbodies for biodiversity and ecosystem services: implications for policy makers,16,False,,False
103,Definition 2: The importance of small waterbodies for biodiversity and ecosystem services: implications for policy makers,17,False,,False
104,Definition 2: The importance of small waterbodies for biodiversity and ecosystem services: implications for policy makers,18,False,,False
105,Definition 2: The importance of small waterbodies for biodiversity and ecosystem services: implications for policy makers,19,False,,False
106,Definition 2: The importance of small waterbodies for biodiversity and ecosystem services: implications for policy makers,20,False,,False
107,Definition 2: The importance of small waterbodies for biodiversity and ecosystem services: implications for policy makers,21,False,,False
108,Definition 2: The importance of small waterbodies for biodiversity and ecosystem services: implications for policy makers,22,False,,False
109,Definition 2: The importance of small waterbodies for biodiversity and ecosystem services: implications for policy makers,23,False,,False
110,Definition 2: The importance of small waterbodies for biodiversity and ecosystem services: implications for policy makers,24,False,,False
111,Definition 2: The importance of small waterbodies for biodiversity and ecosystem services: implications for policy makers,25,False,,False
112,Definition 2: The importance of small waterbodies for biodiversity and ecosystem services: implications for policy makers,26,False,,False
113,Definition 2: The importance of small waterbodies for biodiversity and ecosystem services: implications for policy makers,27,False,,False
114,Definition 2: The importance of small waterbodies for biodiversity and ecosystem services: implications for policy makers,28,False,,False
115,Definition 2: The importance of small waterbodies for biodiversity and ecosystem services: implications for policy makers,29,False,,False
116,Definition 2: The importance of small waterbodies for biodiversity and ecosystem services: implications for policy makers,30,False,,False
117,Definition 2: The importance of small waterbodies for biodiversity and ecosystem services: implications for policy makers,31,False,,False
118,Definition 2: The importance of small waterbodies for biodiversity and ecosystem services: implications for policy makers,32,False,,False
119,Definition 2: The importance of small waterbodies for biodiversity and ecosystem services: implications for policy makers,33,False,,False
120,Definition 2: The importance of small waterbodies for biodiversity and ecosystem services: implications for policy makers,34,False,,False
121,Definition 2: The importance of small waterbodies for biodiversity and ecosystem services: implications for policy makers,35,False,,False
122,Definition 3: Agricultural Freshwater Pond Supports Diverse and Dynamic Bacterial and Viral Populations,0,False,,False
123,Definition 3: Agricultural Freshwater Pond Supports Diverse and Dynamic Bacterial and Viral Populations,1,True,"According to the text, ponds are generally defined as **small (1 m² to ∼50,000 m²) and shallow, standing water bodies** that can either permanently or temporarily collect freshwater. 

The text does *not* give a specific definition for lakes, only contrasting ponds *as being smaller* than lakes and rivers. It only provides measurable attributes for ponds.
",False
124,Definition 3: Agricultural Freshwater Pond Supports Diverse and Dynamic Bacterial and Viral Populations,2,False,,False
125,Definition 3: Agricultural Freshwater Pond Supports Diverse and Dynamic Bacterial and Viral Populations,3,False,,True
126,Definition 3: Agricultural Freshwater Pond Supports Diverse and Dynamic Bacterial and Viral Populations,4,False,,False
127,Definition 3: Agricultural Freshwater Pond Supports Diverse and Dynamic Bacterial and Viral Populations,5,False,,False
128,Definition 3: Agricultural Freshwater Pond Supports Diverse and Dynamic Bacterial and Viral Populations,6,False,,False
129,Definition 3: Agricultural Freshwater Pond Supports Diverse and Dynamic Bacterial and Viral Populations,7,False,,False
130,Definition 3: Agricultural Freshwater Pond Supports Diverse and Dynamic Bacterial and Viral Populations,8,False,,False
131,Definition 3: Agricultural Freshwater Pond Supports Diverse and Dynamic Bacterial and Viral Populations,9,False,,False
132,Definition 3: Agricultural Freshwater Pond Supports Diverse and Dynamic Bacterial and Viral Populations,10,False,,False
133,Definition 3: Agricultural Freshwater Pond Supports Diverse and Dynamic Bacterial and Viral Populations,11,False,,False
134,Definition 3: Agricultural Freshwater Pond Supports Diverse and Dynamic Bacterial and Viral Populations,12,False,,False
135,Fake 1: Quantifying saltmarsh vegetation and its effect on wave height dissipation: Results from a UK East coast saltmarsh,0,False,,False
136,Fake 1: Quantifying saltmarsh vegetation and its effect on wave height dissipation: Results from a UK East coast saltmarsh,1,False,,False
137,Fake 1: Quantifying saltmarsh vegetation and its effect on wave height dissipation: Results from a UK East coast saltmarsh,2,False,,False
138,Fake 1: Quantifying saltmarsh vegetation and its effect on wave height dissipation: Results from a UK East coast saltmarsh,3,False,,False
139,Fake 1: Quantifying saltmarsh vegetation and its effect on wave height dissipation: Results from a UK East coast saltmarsh,4,False,,False
140,Fake 1: Quantifying saltmarsh vegetation and its effect on wave height dissipation: Results from a UK East coast saltmarsh,5,False,,False
141,Fake 1: Quantifying saltmarsh vegetation and its effect on wave height dissipation: Results from a UK East coast saltmarsh,6,False,,False
142,Fake 1: Quantifying saltmarsh vegetation and its effect on wave height dissipation: Results from a UK East coast saltmarsh,7,False,,False
143,Fake 1: Quantifying saltmarsh vegetation and its effect on wave height dissipation: Results from a UK East coast saltmarsh,8,False,,False
144,Fake 1: Quantifying saltmarsh vegetation and its effect on wave height dissipation: Results from a UK East coast saltmarsh,9,False,,False
145,Fake 1: Quantifying saltmarsh vegetation and its effect on wave height dissipation: Results from a UK East coast saltmarsh,10,False,,False
146,Fake 1: Quantifying saltmarsh vegetation and its effect on wave height dissipation: Results from a UK East coast saltmarsh,11,False,,False
147,Fake 1: Quantifying saltmarsh vegetation and its effect on wave height dissipation: Results from a UK East coast saltmarsh,12,False,,False
148,Fake 1: Quantifying saltmarsh vegetation and its effect on wave height dissipation: Results from a UK East coast saltmarsh,13,False,,False
149,Fake 2: Methane and Carbon Dioxide Fluxes in a Temperate Tidal Salt Marsh: Comparisons Between Plot and Ecosystem Measurements,0,False,,False
150,Fake 2: Methane and Carbon Dioxide Fluxes in a Temperate Tidal Salt Marsh: Comparisons Between Plot and Ecosystem Measurements,1,False,,False
151,Fake 2: Methane and Carbon Dioxide Fluxes in a Temperate Tidal Salt Marsh: Comparisons Between Plot and Ecosystem Measurements,2,False,,False
152,Fake 2: Methane and Carbon Dioxide Fluxes in a Temperate Tidal Salt Marsh: Comparisons Between Plot and Ecosystem Measurements,3,False,,False
153,Fake 2: Methane and Carbon Dioxide Fluxes in a Temperate Tidal Salt Marsh: Comparisons Between Plot and Ecosystem Measurements,4,False,,False
154,Fake 2: Methane and Carbon Dioxide Fluxes in a Temperate Tidal Salt Marsh: Comparisons Between Plot and Ecosystem Measurements,5,False,,False
155,Fake 2: Methane and Carbon Dioxide Fluxes in a Temperate Tidal Salt Marsh: Comparisons Between Plot and Ecosystem Measurements,6,False,,False
156,Fake 2: Methane and Carbon Dioxide Fluxes in a Temperate Tidal Salt Marsh: Comparisons Between Plot and Ecosystem Measurements,7,False,,False
157,Fake 2: Methane and Carbon Dioxide Fluxes in a Temperate Tidal Salt Marsh: Comparisons Between Plot and Ecosystem Measurements,8,False,,False
158,Fake 2: Methane and Carbon Dioxide Fluxes in a Temperate Tidal Salt Marsh: Comparisons Between Plot and Ecosystem Measurements,9,False,,False
159,Fake 2: Methane and Carbon Dioxide Fluxes in a Temperate Tidal Salt Marsh: Comparisons Between Plot and Ecosystem Measurements,10,False,,False
160,Fake 2: Methane and Carbon Dioxide Fluxes in a Temperate Tidal Salt Marsh: Comparisons Between Plot and Ecosystem Measurements,11,False,,False
161,Fake 2: Methane and Carbon Dioxide Fluxes in a Temperate Tidal Salt Marsh: Comparisons Between Plot and Ecosystem Measurements,12,False,,False
162,Fake 2: Methane and Carbon Dioxide Fluxes in a Temperate Tidal Salt Marsh: Comparisons Between Plot and Ecosystem Measurements,13,False,,False
163,Fake 2: Methane and Carbon Dioxide Fluxes in a Temperate Tidal Salt Marsh: Comparisons Between Plot and Ecosystem Measurements,14,False,,True
164,Fake 2: Methane and Carbon Dioxide Fluxes in a Temperate Tidal Salt Marsh: Comparisons Between Plot and Ecosystem Measurements,15,False,,False
165,Fake 2: Methane and Carbon Dioxide Fluxes in a Temperate Tidal Salt Marsh: Comparisons Between Plot and Ecosystem Measurements,16,False,,False
166,Fake 2: Methane and Carbon Dioxide Fluxes in a Temperate Tidal Salt Marsh: Comparisons Between Plot and Ecosystem Measurements,17,False,,False
167,Fake 2: Methane and Carbon Dioxide Fluxes in a Temperate Tidal Salt Marsh: Comparisons Between Plot and Ecosystem Measurements,18,False,,False
168,Fake 3: Improving the definition of a coastal habitat: Putting the salt back into saltmarsh,0,False,,False
169,Fake 3: Improving the definition of a coastal habitat: Putting the salt back into saltmarsh,1,False,,False
170,Fake 3: Improving the definition of a coastal habitat: Putting the salt back into saltmarsh,2,False,,False
171,Fake 3: Improving the definition of a coastal habitat: Putting the salt back into saltmarsh,3,False,,False
172,Fake 3: Improving the definition of a coastal habitat: Putting the salt back into saltmarsh,4,False,,False
173,Fake 3: Improving the definition of a coastal habitat: Putting the salt back into saltmarsh,5,False,,False
174,Fake 3: Improving the definition of a coastal habitat: Putting the salt back into saltmarsh,6,False,,False
175,Fake 3: Improving the definition of a coastal habitat: Putting the salt back into saltmarsh,7,False,,False
