,doi,chunk,abstract_bool,definition_bool,table_bool
336,10.1002/lno.12724,20,True,False,False
337,10.1002/lno.12724,21,True,False,False
338,10.1002/lno.12724,22,True,False,False
339,10.1002/lno.12804,-1,True,,
340,10.1002/lno.12804,0,True,False,False
341,10.1002/lno.70085,-1,False,,
342,10.1002/lno.70069,-1,False,,
343,10.1002/lno.70083,-1,False,,
344,10.1002/lno.70021,-1,False,,
345,10.1002/lno.12783,-1,True,,
346,10.1002/lno.12783,0,True,False,False
347,10.1002/lno.12783,1,True,False,False
348,10.1002/lno.12783,2,True,False,False
349,10.1002/lno.12783,3,True,False,False
350,10.1002/lno.12783,4,True,False,False
351,10.1002/lno.12783,5,True,False,False
352,10.1002/lno.12783,6,True,False,False
353,10.1002/lno.12783,7,True,False,False
354,10.1002/lno.12783,8,True,False,False
355,10.1002/lno.12817,-1,True,,
356,10.1002/lno.12817,0,True,False,False
357,10.1002/lno.12817,1,True,False,False
358,10.1002/lno.12817,2,True,False,False
359,10.1002/lno.12817,3,True,False,False
360,10.1002/lno.12817,4,True,False,False
361,10.1002/lno.12817,5,True,False,False
362,10.1002/lno.12817,6,True,False,False
363,10.1002/lno.12817,7,True,False,False
364,10.1002/lno.12817,8,True,False,False
365,10.1002/lno.12817,9,True,False,False
366,10.1002/lno.12817,10,True,False,False
367,10.1002/lno.12817,11,True,False,False
368,10.1002/lno.70095,-1,True,,
369,10.1002/lno.70095,0,True,False,False
370,10.1002/lno.70095,1,True,False,False
371,10.1002/lno.70095,2,True,False,False
372,10.1002/lno.70095,3,True,False,True
373,10.1002/lno.70095,4,True,False,False
374,10.1002/lno.70095,5,True,False,False
375,10.1002/lno.70095,6,True,False,False
376,10.1002/lno.70095,7,True,False,False
377,10.1002/lno.70095,8,True,False,True
378,10.1002/lno.70095,9,True,False,False
379,10.1002/lno.70095,10,True,False,False
380,10.1002/lno.70095,11,True,False,False
381,10.1002/lno.70095,12,True,False,False
382,10.1002/lno.70095,13,True,False,False
383,10.1002/lno.70095,14,True,False,True
384,10.1002/lno.12815,-1,True,,
385,10.1002/lno.12815,0,True,False,False
386,10.1002/lno.12815,1,True,False,False
387,10.1002/lno.12815,2,True,False,False
388,10.1002/lno.12815,3,True,False,False
389,10.1002/lno.12815,4,True,False,False
390,10.1002/lno.12815,5,True,False,False
391,10.1002/lno.12815,6,True,False,False
392,10.1002/lno.12815,7,True,False,False
393,10.1002/lno.12815,8,True,False,False
394,10.1002/lno.12815,9,True,False,False
395,10.1002/lno.12815,10,True,False,False
396,10.1002/lno.12815,11,True,False,False
397,10.1002/lno.12815,12,True,False,False
398,10.1002/lno.12761,-1,False,,
399,10.1002/lno.70029,-1,False,,
400,10.1002/lno.70035,-1,True,,
401,10.1002/lno.70035,0,True,False,False
402,10.1002/lno.70000,-1,False,,
403,10.1002/lno.70048,-1,False,,
404,10.1002/lno.12720,-1,False,,
405,10.1002/lno.70068,-1,False,,
406,10.1002/lno.12803,-1,False,,
407,10.1002/lno.12723,-1,False,,
408,10.1002/lno.12735,-1,True,,
409,10.1002/lno.12735,0,True,False,False
410,10.1002/lno.12735,1,True,False,False
411,10.1002/lno.12735,2,True,False,False
412,10.1002/lno.12735,3,True,False,False
413,10.1002/lno.12735,4,True,False,False
414,10.1002/lno.12735,5,True,False,False
415,10.1002/lno.12735,6,True,False,False
416,10.1002/lno.12735,7,True,False,False
417,10.1002/lno.12735,8,True,False,False
418,10.1002/lno.12735,9,True,False,False
419,10.1002/lno.12735,10,True,False,False
420,10.1002/lno.12735,11,True,False,False
421,10.1002/lno.12767,-1,True,,
422,10.1002/lno.12767,0,True,False,False
423,10.1002/lno.12767,1,True,False,False
424,10.1002/lno.12767,2,True,False,False
425,10.1002/lno.12767,3,True,False,True
426,10.1002/lno.12767,4,True,False,True
427,10.1002/lno.12767,5,True,False,True
428,10.1002/lno.12767,6,True,False,False
429,10.1002/lno.12767,7,True,False,False
430,10.1002/lno.12767,8,True,False,False
431,10.1002/lno.12767,9,True,False,False
432,10.1002/lno.12767,10,True,False,False
433,10.1002/lno.12767,11,True,False,True
434,10.1002/lno.12767,12,True,False,False
435,10.1002/lno.70014,-1,False,,
436,10.1002/lno.70046,-1,False,,
437,10.1002/lno.70084,-1,False,,
438,10.1002/lno.70099,-1,True,,
439,10.1002/lno.70099,0,True,False,False
440,10.1002/lno.70099,1,True,False,False
441,10.1002/lno.70099,2,True,False,False
442,10.1002/lno.70099,3,True,False,False
443,10.1002/lno.70099,4,True,False,False
444,10.1002/lno.70099,5,True,False,False
445,10.1002/lno.70099,6,True,False,False
446,10.1002/lno.70018,-1,True,,
447,10.1002/lno.70018,0,True,False,False
448,10.1002/lno.70018,1,True,False,False
449,10.1002/lno.70018,2,True,False,False
450,10.1002/lno.70018,3,True,False,False
451,10.1002/lno.70018,4,True,False,False
452,10.1002/lno.70018,5,True,False,False
453,10.1002/lno.70018,6,True,False,False
454,10.1002/lno.70018,7,True,False,False
455,10.1002/lno.70018,8,True,False,False
456,10.1002/lno.12753,-1,True,,
457,10.1002/lno.12753,0,True,False,False
458,10.1002/lno.12756,-1,False,,
459,10.1002/lno.70057,-1,False,,
460,10.1002/lno.12814,-1,False,,
461,10.1002/lno.70056,-1,False,,
462,10.1002/lno.12739,-1,False,,
463,10.1002/lno.70065,-1,True,,
464,10.1002/lno.70065,0,True,False,False
465,10.1002/lno.12785,-1,False,,
466,10.1002/lno.70044,-1,True,,
467,10.1002/lno.70044,0,True,False,False
468,10.1002/lno.12754,-1,True,,
469,10.1002/lno.12754,0,True,False,False
470,10.1002/lno.70005,-1,False,,
471,10.1002/lno.70072,-1,False,,
